id_sinistre,id_contrat,branche,type_sinistre,charge_sinistre,date_survenance,date_declaration,annee_survenance,mois_survenance,statut,delai_reglement_jours,cause_principale,region,gravite
SI-008795,IARD-018950,Auto,Bris de glace,920000,2021-06-10,2021-06-14,2021,6,Réglé,11,Tiers non identifié,Touba,Grave
SI-008796,IARD-028163,Auto,Collision,481000,2023-09-16,2023-09-30,2023,9,Réglé,239,Animal,Yamoussoukro,Moyen
SI-008797,IARD-056155,Habitation,Vol/Cambriolage,162000,2019-03-02,2019-04-08,2019,3,Réglé,305,Défaut entretien,Touba,Moyen
SI-008798,IARD-041561,Auto,Dommage tiers,311000,2024-12-18,2024-12-27,2024,12,Sans suite,,Tiers non identifié,Abengourou,Moyen
SI-008799,IARD-087404,Auto,Collision,201000,2020-12-14,2020-12-21,2020,12,Contesté,,Inconnu,Abengourou,Moyen
SI-008800,IARD-077695,Habitation,Tempête,780000,2021-06-29,2021-07-04,2021,6,Sans suite,,Animal,Yamoussoukro,Grave
SI-008801,IARD-097791,Auto,Vol,1237000,2021-09-15,2021-10-26,2021,9,En cours,,Animal,Yamoussoukro,Grave
SI-008802,IARD-006963,Auto,Bris de glace,1472000,2020-12-17,2021-01-10,2020,12,Contesté,,Conducteur tiers,Man,Grave
SI-008803,IARD-016742,Auto,Bris de glace,929000,2020-01-16,2020-02-25,2020,1,Réglé,247,Conducteur tiers,Yamoussoukro,Grave
SI-008804,IARD-069245,Habitation,Dégât des eaux,214000,2019-05-17,2019-06-24,2019,5,Contesté,,Animal,Man,Moyen
SI-008805,IARD-045571,Auto,Bris de glace,685000,2024-05-05,2024-05-06,2024,5,Sans suite,,Inconnu,Yamoussoukro,Grave
SI-008806,IARD-042448,RC,Blessures corporelles,2464000,2024-01-10,2024-02-07,2024,1,Réglé,130,Intempéries,Danané,Grave
SI-008807,IARD-049834,Auto,Dommage tiers,89000,2019-12-20,2020-01-30,2019,12,En cours,,Conducteur tiers,San Pedro,Mineur
SI-008808,IARD-088330,Auto,Collision,1696000,2022-09-05,2022-09-30,2022,9,Réglé,111,Défaut entretien,Séguéla,Grave
SI-008809,IARD-023370,Auto,Vol,831000,2023-12-11,2023-12-17,2023,12,En cours,,Défaut entretien,Odienné,Grave
SI-008810,IARD-021192,Auto,Bris de glace,71000,2023-03-16,2023-03-22,2023,3,Réglé,35,Tiers non identifié,Odienné,Mineur
SI-008811,IARD-011517,Habitation,Tempête,307000,2023-08-14,2023-09-13,2023,8,Sans suite,,Animal,Divo,Moyen
SI-008812,IARD-002524,Auto,Collision,1309000,2023-10-04,2023-10-04,2023,10,En cours,,Conducteur tiers,Odienné,Grave
SI-008813,IARD-047571,Auto,Bris de glace,1183000,2020-07-01,2020-07-22,2020,7,En cours,,Tiers non identifié,Séguéla,Grave
SI-008814,IARD-080897,Habitation,Vol/Cambriolage,1023000,2023-02-05,2023-02-28,2023,2,Réglé,90,Animal,Danané,Grave
SI-008815,IARD-037115,Habitation,Dégât des eaux,1097000,2023-11-30,2023-12-03,2023,11,En cours,,Tiers non identifié,Tingrela,Grave
SI-008816,IARD-079778,RC,Blessures corporelles,2329000,2019-02-21,2019-03-15,2019,2,En cours,,Tiers non identifié,Odienné,Grave
SI-008817,IARD-023330,Auto,Collision,1609000,2022-02-24,2022-03-26,2022,2,Réglé,209,Animal,Bondoukou,Grave
SI-008818,IARD-072517,Habitation,Vol/Cambriolage,145000,2024-05-09,2024-05-09,2024,5,Sans suite,,Défaut entretien,Divo,Moyen
SI-008819,IARD-089271,Auto,Bris de glace,990000,2020-11-12,2020-12-20,2020,11,Réglé,4,Conducteur tiers,Danané,Grave
SI-008820,IARD-060924,Auto,Collision,839000,2019-08-31,2019-09-23,2019,8,Réglé,240,Conducteur tiers,Man,Grave
SI-008821,IARD-034747,Habitation,Dégât des eaux,24000,2022-08-30,2022-08-30,2022,8,En cours,,Intempéries,Soubré,Mineur
SI-008822,IARD-082719,RC,Blessures corporelles,762000,2020-04-12,2020-05-06,2020,4,Réglé,96,Intempéries,Gagnoa,Grave
SI-008823,IARD-043896,Habitation,Vol/Cambriolage,209000,2021-04-22,2021-05-01,2021,4,En cours,,Intempéries,Divo,Moyen
SI-008824,IARD-086371,Auto,Bris de glace,272000,2023-09-05,2023-09-29,2023,9,En cours,,Défaut entretien,Gagnoa,Moyen
SI-008825,IARD-080101,Auto,Collision,840000,2020-08-21,2020-10-03,2020,8,Réglé,190,Défaut entretien,Bouaké,Grave
SI-008826,IARD-016202,Auto,Vol,414000,2024-12-26,2024-12-30,2024,12,Réglé,21,Inconnu,Abengourou,Moyen
SI-008827,IARD-071345,Habitation,Vol/Cambriolage,864000,2020-08-14,2020-09-10,2020,8,En cours,,Inconnu,Issia,Grave
SI-008828,IARD-049948,RC,Dommage tiers corporel,1166000,2024-12-27,2024-12-31,2024,12,En cours,,Conducteur tiers,Korhogo,Grave
SI-008829,IARD-094827,Habitation,Vandalisme,45000,2019-01-10,2019-02-14,2019,1,Réglé,146,Défaut entretien,Gagnoa,Mineur
SI-008830,IARD-069940,Auto,Collision,612000,2024-08-24,2024-10-02,2024,8,Réglé,61,Tiers non identifié,Bouaké,Grave
SI-008831,IARD-021745,Habitation,Incendie,205000,2022-12-30,2023-01-21,2022,12,En cours,,Défaut entretien,Tingrela,Moyen
SI-008832,IARD-099222,Auto,Collision,1024000,2022-03-19,2022-03-26,2022,3,En cours,,Animal,Abidjan,Grave
SI-008833,IARD-069235,Habitation,Catastrophe naturelle,963000,2020-11-04,2020-11-14,2020,11,Réglé,210,Intempéries,Man,Grave
SI-008834,IARD-087938,RC,Pollution accidentelle,1485000,2022-05-14,2022-06-03,2022,5,Réglé,68,Animal,Abidjan,Grave
SI-008835,IARD-043920,Auto,Catastrophe naturelle,428000,2021-10-22,2021-10-25,2021,10,En cours,,Inconnu,Daloa,Moyen
SI-008836,IARD-098243,Auto,Collision,1138000,2022-02-14,2022-02-18,2022,2,Contesté,,Inconnu,Tingrela,Grave
SI-008837,IARD-084257,Habitation,Incendie,618000,2020-05-19,2020-06-25,2020,5,Réglé,154,Inconnu,Yamoussoukro,Grave
SI-008838,IARD-005548,RC,Dommage tiers matériel,1935000,2022-12-04,2022-12-23,2022,12,Sans suite,,Intempéries,Tingrela,Grave
SI-008839,IARD-072044,Auto,Vol,1787000,2019-07-23,2019-07-29,2019,7,En cours,,Défaut entretien,Danané,Grave
SI-008840,IARD-017882,Auto,Collision,1462000,2020-06-27,2020-06-29,2020,6,En cours,,Intempéries,Bouaké,Grave
SI-008841,IARD-069158,RC,Dommage tiers corporel,1706000,2022-09-19,2022-10-06,2022,9,Réglé,139,Tiers non identifié,San Pedro,Grave
SI-008842,IARD-051216,Habitation,Tempête,211000,2023-03-17,2023-04-09,2023,3,En cours,,Inconnu,Divo,Moyen
SI-008843,IARD-044019,RC,Dommage tiers corporel,1310000,2019-05-24,2019-06-05,2019,5,Réglé,200,Conducteur tiers,Touba,Grave
SI-008844,IARD-006877,Habitation,Incendie,960000,2022-12-27,2023-01-26,2022,12,Réglé,310,Animal,Daloa,Grave
SI-008845,IARD-052084,Auto,Catastrophe naturelle,1349000,2021-07-11,2021-08-15,2021,7,Réglé,179,Conducteur tiers,Bondoukou,Grave
SI-008846,IARD-022402,Auto,Collision,103000,2022-03-09,2022-04-13,2022,3,Réglé,163,Animal,Bouaké,Moyen
SI-008847,IARD-015693,Auto,Collision,1238000,2022-07-30,2022-07-31,2022,7,Réglé,277,Défaut entretien,Séguéla,Grave
SI-008848,IARD-074603,Auto,Vol,335000,2021-12-01,2021-12-18,2021,12,Réglé,115,Conducteur tiers,Tingrela,Moyen
SI-008849,IARD-086440,Auto,Collision,1475000,2022-02-08,2022-03-16,2022,2,Réglé,142,Conducteur tiers,Bouaké,Grave
SI-008850,IARD-008157,Habitation,Incendie,336000,2023-11-13,2023-11-17,2023,11,Réglé,158,Animal,Soubré,Moyen
SI-008851,IARD-061801,Auto,Collision,1460000,2022-03-06,2022-03-22,2022,3,En cours,,Défaut entretien,Daloa,Grave
SI-008852,IARD-012612,Auto,Collision,789000,2023-06-27,2023-08-04,2023,6,Réglé,22,Défaut entretien,San Pedro,Grave
SI-008853,IARD-071357,Habitation,Vol/Cambriolage,1053000,2022-06-19,2022-06-27,2022,6,Réglé,285,Conducteur tiers,Bondoukou,Grave
SI-008854,IARD-023385,Habitation,Dégât des eaux,848000,2022-05-29,2022-07-09,2022,5,Sans suite,,Conducteur tiers,Divo,Grave
SI-008855,IARD-077461,Auto,Incendie,684000,2022-06-03,2022-07-05,2022,6,Réglé,220,Défaut entretien,Touba,Grave
SI-008856,IARD-098734,Auto,Catastrophe naturelle,1222000,2024-12-14,2024-12-30,2024,12,Réglé,205,Inconnu,Abengourou,Grave
SI-008857,IARD-023139,RC,Pollution accidentelle,364000,2019-12-20,2019-12-21,2019,12,Sans suite,,Intempéries,Touba,Moyen
SI-008858,IARD-021408,RC,Dommage tiers matériel,465000,2020-04-20,2020-05-01,2020,4,Réglé,269,Défaut entretien,Korhogo,Moyen
SI-008859,IARD-025274,Auto,Vol,1760000,2023-01-31,2023-02-03,2023,1,Réglé,108,Défaut entretien,Divo,Grave
SI-008860,IARD-041947,Habitation,Dégât des eaux,194000,2022-01-31,2022-03-04,2022,1,Sans suite,,Conducteur tiers,Divo,Moyen
SI-008861,IARD-099031,Auto,Incendie,1207000,2019-11-05,2019-11-20,2019,11,En cours,,Inconnu,Tingrela,Grave
SI-008862,IARD-076689,RC,Dommage tiers matériel,1368000,2019-04-17,2019-05-07,2019,4,En cours,,Conducteur tiers,Soubré,Grave
SI-008863,IARD-003559,RC,Blessures corporelles,2099000,2024-10-12,2024-11-16,2024,10,Contesté,,Tiers non identifié,Bouaké,Grave
SI-008864,IARD-020757,Habitation,Dégât des eaux,1166000,2022-12-03,2023-01-07,2022,12,Sans suite,,Défaut entretien,Bouaké,Grave
SI-008865,IARD-075374,Auto,Dommage tiers,158000,2019-10-25,2019-11-15,2019,10,Réglé,270,Intempéries,Yamoussoukro,Moyen
SI-008866,IARD-010378,RC,Blessures corporelles,880000,2020-10-28,2020-10-28,2020,10,Réglé,37,Défaut entretien,Touba,Grave
SI-008867,IARD-092235,Habitation,Vol/Cambriolage,761000,2019-10-30,2019-12-04,2019,10,En cours,,Animal,Bouaké,Grave
SI-008868,IARD-054295,Habitation,Incendie,143000,2020-09-01,2020-10-16,2020,9,En cours,,Inconnu,Bondoukou,Moyen
SI-008869,IARD-050693,Auto,Collision,418000,2022-08-08,2022-08-24,2022,8,En cours,,Inconnu,Korhogo,Moyen
SI-008870,IARD-074349,RC,Dommage tiers corporel,2199000,2021-01-29,2021-03-03,2021,1,Sans suite,,Inconnu,Bondoukou,Grave
SI-008871,IARD-091359,RC,Dommage tiers corporel,1622000,2021-05-18,2021-06-19,2021,5,En cours,,Intempéries,Tingrela,Grave
SI-008872,IARD-008851,Auto,Catastrophe naturelle,1355000,2020-04-20,2020-05-15,2020,4,Réglé,163,Animal,Bouaké,Grave
SI-008873,IARD-057834,Auto,Incendie,1135000,2022-10-13,2022-11-12,2022,10,En cours,,Conducteur tiers,Odienné,Grave
SI-008874,IARD-039386,Habitation,Tempête,154000,2023-07-28,2023-08-15,2023,7,Réglé,51,Défaut entretien,Korhogo,Moyen
SI-008875,IARD-035651,Auto,Bris de glace,1131000,2020-10-18,2020-10-23,2020,10,En cours,,Intempéries,Korhogo,Grave
SI-008876,IARD-008394,Auto,Bris de glace,1425000,2024-11-19,2024-12-26,2024,11,En cours,,Intempéries,Divo,Grave
SI-008877,IARD-041332,Auto,Collision,755000,2024-03-31,2024-04-12,2024,3,Réglé,155,Animal,Touba,Grave
SI-008878,IARD-001815,Habitation,Incendie,973000,2019-12-02,2019-12-14,2019,12,Réglé,314,Tiers non identifié,Man,Grave
SI-008879,IARD-052359,RC,Dommage tiers matériel,2194000,2022-05-14,2022-06-02,2022,5,Réglé,229,Animal,Man,Grave
SI-008880,IARD-004280,Auto,Collision,1240000,2024-04-20,2024-05-09,2024,4,Sans suite,,Conducteur tiers,Abengourou,Grave
SI-008881,IARD-049379,RC,Dommage tiers matériel,801000,2020-03-20,2020-03-25,2020,3,Réglé,331,Conducteur tiers,Abengourou,Grave
SI-008882,IARD-060063,Auto,Vol,99000,2020-12-07,2020-12-25,2020,12,En cours,,Défaut entretien,Danané,Mineur
SI-008883,IARD-000301,Auto,Collision,1765000,2023-02-03,2023-02-04,2023,2,Réglé,210,Tiers non identifié,Touba,Grave
SI-008884,IARD-054416,Habitation,Tempête,1131000,2023-09-18,2023-10-22,2023,9,Réglé,265,Inconnu,Soubré,Grave
SI-008885,IARD-016042,Auto,Vol,1443000,2024-12-09,2024-12-17,2024,12,En cours,,Animal,Soubré,Grave
SI-008886,IARD-098133,Auto,Incendie,1187000,2021-07-30,2021-09-06,2021,7,Contesté,,Inconnu,Korhogo,Grave
SI-008887,IARD-092526,Habitation,Tempête,465000,2023-04-02,2023-05-17,2023,4,Réglé,182,Animal,Odienné,Moyen
SI-008888,IARD-068727,Habitation,Dégât des eaux,731000,2022-11-15,2022-11-28,2022,11,Réglé,292,Défaut entretien,Korhogo,Grave
SI-008889,IARD-063647,Habitation,Dégât des eaux,620000,2022-01-28,2022-03-01,2022,1,En cours,,Inconnu,Touba,Grave
SI-008890,IARD-012559,RC,Dommage tiers corporel,2457000,2022-12-30,2023-02-10,2022,12,En cours,,Défaut entretien,Abidjan,Grave
SI-008891,IARD-077702,Auto,Collision,335000,2024-02-03,2024-02-13,2024,2,Réglé,114,Animal,Danané,Moyen
SI-008892,IARD-057352,Auto,Vol,209000,2022-06-08,2022-07-06,2022,6,Réglé,89,Conducteur tiers,Divo,Moyen
SI-008893,IARD-098824,Auto,Vol,766000,2022-12-15,2023-01-15,2022,12,En cours,,Animal,Abengourou,Grave
SI-008894,IARD-007454,Auto,Collision,254000,2022-03-23,2022-04-08,2022,3,Réglé,105,Inconnu,Man,Moyen
SI-008895,IARD-046126,Habitation,Vol/Cambriolage,417000,2020-08-09,2020-09-13,2020,8,Contesté,,Tiers non identifié,Daloa,Moyen
SI-008896,IARD-018586,Habitation,Vol/Cambriolage,215000,2023-01-15,2023-02-26,2023,1,Réglé,316,Inconnu,Bouaké,Moyen
SI-008897,IARD-076209,RC,Dommage tiers matériel,2225000,2019-07-02,2019-07-18,2019,7,Réglé,273,Conducteur tiers,Touba,Grave
SI-008898,IARD-068485,Habitation,Catastrophe naturelle,1119000,2021-11-14,2021-12-10,2021,11,Réglé,229,Animal,Yamoussoukro,Grave
SI-008899,IARD-014209,RC,Blessures corporelles,1959000,2021-01-08,2021-02-22,2021,1,Réglé,120,Intempéries,Daloa,Grave
SI-008900,IARD-080716,Habitation,Incendie,340000,2019-01-09,2019-01-14,2019,1,Sans suite,,Conducteur tiers,Issia,Moyen
SI-008901,IARD-042109,RC,Dommage tiers corporel,1336000,2023-05-24,2023-06-22,2023,5,Réglé,82,Conducteur tiers,Divo,Grave
SI-008902,IARD-040969,RC,Dommage tiers matériel,2455000,2022-09-11,2022-10-10,2022,9,Réglé,135,Intempéries,Abengourou,Grave
SI-008903,IARD-034469,RC,Blessures corporelles,2271000,2021-12-17,2022-01-22,2021,12,En cours,,Intempéries,Gagnoa,Grave
SI-008904,IARD-066094,Auto,Vol,1139000,2021-11-23,2021-12-20,2021,11,Réglé,15,Tiers non identifié,Daloa,Grave
SI-008905,IARD-064668,RC,Dommage tiers matériel,638000,2021-07-13,2021-08-17,2021,7,Réglé,348,Défaut entretien,Soubré,Grave
SI-008906,IARD-054013,Auto,Collision,1561000,2023-07-07,2023-07-09,2023,7,En cours,,Défaut entretien,Touba,Grave
SI-008907,IARD-038828,RC,Dommage tiers matériel,240000,2019-11-19,2019-12-31,2019,11,Réglé,170,Tiers non identifié,Divo,Moyen
SI-008908,IARD-002561,Auto,Collision,251000,2021-11-28,2021-12-09,2021,11,Sans suite,,Défaut entretien,Séguéla,Moyen
SI-008909,IARD-074928,RC,Dommage tiers corporel,291000,2020-02-21,2020-03-28,2020,2,Réglé,147,Animal,San Pedro,Moyen
SI-008910,IARD-013784,Auto,Collision,766000,2024-06-15,2024-07-29,2024,6,Réglé,276,Défaut entretien,Danané,Grave
SI-008911,IARD-098576,Habitation,Vol/Cambriolage,231000,2021-10-18,2021-11-17,2021,10,En cours,,Conducteur tiers,Yamoussoukro,Moyen
SI-008912,IARD-084174,Auto,Collision,460000,2023-06-29,2023-07-26,2023,6,Réglé,19,Conducteur tiers,Divo,Moyen
SI-008913,IARD-007497,Habitation,Vandalisme,270000,2020-09-26,2020-10-17,2020,9,Sans suite,,Animal,Bouaké,Moyen
SI-008914,IARD-045448,RC,Blessures corporelles,2025000,2024-01-07,2024-02-12,2024,1,Réglé,327,Défaut entretien,Séguéla,Grave
SI-008915,IARD-039307,Habitation,Incendie,888000,2019-04-02,2019-04-24,2019,4,Réglé,222,Tiers non identifié,Abidjan,Grave
SI-008916,IARD-089679,RC,Préjudice moral,310000,2020-07-22,2020-08-31,2020,7,Réglé,55,Conducteur tiers,Danané,Moyen
SI-008917,IARD-040028,RC,Dommage tiers matériel,2431000,2019-05-23,2019-06-30,2019,5,Réglé,234,Animal,Abidjan,Grave
SI-008918,IARD-060457,Habitation,Dégât des eaux,629000,2021-10-10,2021-11-11,2021,10,Réglé,288,Inconnu,Yamoussoukro,Grave
SI-008919,IARD-001561,Auto,Bris de glace,197000,2020-10-28,2020-11-26,2020,10,Réglé,170,Tiers non identifié,Odienné,Moyen
SI-008920,IARD-016781,Auto,Collision,359000,2019-07-14,2019-08-17,2019,7,Sans suite,,Inconnu,Daloa,Moyen
SI-008921,IARD-002568,RC,Dommage tiers matériel,1135000,2024-12-08,2024-12-27,2024,12,Réglé,242,Animal,Tingrela,Grave
SI-008922,IARD-076607,Habitation,Incendie,235000,2022-05-14,2022-06-04,2022,5,En cours,,Animal,San Pedro,Moyen
SI-008923,IARD-019170,Auto,Dommage tiers,642000,2024-03-21,2024-04-05,2024,3,Réglé,101,Inconnu,Abidjan,Grave
SI-008924,IARD-015950,Auto,Collision,644000,2020-02-19,2020-02-24,2020,2,Réglé,312,Conducteur tiers,Touba,Grave
SI-008925,IARD-056750,Auto,Collision,1491000,2019-05-31,2019-06-17,2019,5,Réglé,253,Conducteur tiers,Daloa,Grave
SI-008926,IARD-089881,Auto,Collision,391000,2020-05-29,2020-06-15,2020,5,En cours,,Défaut entretien,Korhogo,Moyen
SI-008927,IARD-030089,RC,Dommage tiers corporel,1533000,2023-12-05,2023-12-20,2023,12,En cours,,Défaut entretien,Touba,Grave
SI-008928,IARD-006258,RC,Dommage tiers matériel,252000,2019-03-15,2019-03-27,2019,3,Réglé,309,Inconnu,Touba,Moyen
SI-008929,IARD-052104,Auto,Collision,698000,2023-11-07,2023-12-10,2023,11,En cours,,Inconnu,Korhogo,Grave
SI-008930,IARD-013387,Habitation,Dégât des eaux,922000,2023-11-24,2023-12-25,2023,11,En cours,,Défaut entretien,Abidjan,Grave
SI-008931,IARD-081966,Habitation,Incendie,647000,2020-05-18,2020-05-26,2020,5,En cours,,Défaut entretien,Gagnoa,Grave
SI-008932,IARD-017695,Habitation,Dégât des eaux,837000,2019-04-06,2019-05-03,2019,4,Contesté,,Intempéries,Abidjan,Grave
SI-008933,IARD-075597,Habitation,Dégât des eaux,57000,2023-10-03,2023-11-01,2023,10,En cours,,Tiers non identifié,Daloa,Mineur
SI-008934,IARD-079982,Auto,Collision,674000,2023-10-23,2023-12-01,2023,10,Réglé,254,Animal,Man,Grave
SI-008935,IARD-044963,Auto,Bris de glace,545000,2021-03-03,2021-03-22,2021,3,Réglé,98,Animal,Soubré,Grave
SI-008936,IARD-092691,Auto,Collision,1786000,2024-06-27,2024-08-10,2024,6,En cours,,Intempéries,Man,Grave
SI-008937,IARD-032979,RC,Préjudice moral,285000,2023-08-20,2023-09-08,2023,8,Réglé,159,Intempéries,Divo,Moyen
SI-008938,IARD-010950,Auto,Vol,934000,2022-09-09,2022-09-11,2022,9,Réglé,140,Défaut entretien,Gagnoa,Grave
SI-008939,IARD-085802,Auto,Bris de glace,1206000,2019-07-05,2019-08-15,2019,7,En cours,,Animal,San Pedro,Grave
SI-008940,IARD-093974,Auto,Bris de glace,446000,2022-01-31,2022-02-01,2022,1,Réglé,46,Conducteur tiers,San Pedro,Moyen
SI-008941,IARD-022827,Habitation,Vol/Cambriolage,92000,2020-05-21,2020-07-05,2020,5,En cours,,Conducteur tiers,Soubré,Mineur
SI-008942,IARD-099093,Auto,Collision,219000,2024-06-28,2024-07-02,2024,6,En cours,,Conducteur tiers,Tingrela,Moyen
SI-008943,IARD-031734,Auto,Incendie,1543000,2021-01-17,2021-02-09,2021,1,Réglé,145,Conducteur tiers,Abidjan,Grave
SI-008944,IARD-049596,Habitation,Dégât des eaux,842000,2020-03-18,2020-04-01,2020,3,En cours,,Intempéries,Issia,Grave
SI-008945,IARD-004484,Auto,Collision,69000,2020-08-21,2020-09-07,2020,8,Réglé,116,Tiers non identifié,Gagnoa,Mineur
SI-008946,IARD-091292,Auto,Vol,674000,2023-03-28,2023-04-12,2023,3,Sans suite,,Animal,Abengourou,Grave
SI-008947,IARD-042025,Habitation,Vol/Cambriolage,1125000,2022-05-17,2022-06-28,2022,5,Réglé,47,Intempéries,Odienné,Grave
SI-008948,IARD-033122,Auto,Collision,1261000,2023-01-07,2023-01-24,2023,1,Contesté,,Animal,Séguéla,Grave
SI-008949,IARD-018154,Auto,Collision,544000,2021-01-16,2021-01-25,2021,1,Réglé,151,Animal,Tingrela,Grave
SI-008950,IARD-098278,RC,Dommage tiers corporel,655000,2024-09-01,2024-09-14,2024,9,Réglé,183,Conducteur tiers,Danané,Grave
SI-008951,IARD-036916,Habitation,Vol/Cambriolage,188000,2020-08-04,2020-09-13,2020,8,Réglé,138,Conducteur tiers,Odienné,Moyen
SI-008952,IARD-098761,Auto,Incendie,1438000,2019-06-23,2019-07-07,2019,6,En cours,,Animal,Daloa,Grave
SI-008953,IARD-002315,Habitation,Catastrophe naturelle,1195000,2021-12-14,2021-12-15,2021,12,Réglé,349,Tiers non identifié,Abengourou,Grave
SI-008954,IARD-030731,Auto,Bris de glace,106000,2020-01-07,2020-02-06,2020,1,En cours,,Intempéries,Gagnoa,Moyen
SI-008955,IARD-017450,Auto,Incendie,1684000,2022-06-26,2022-06-27,2022,6,Réglé,91,Animal,Bondoukou,Grave
SI-008956,IARD-008523,Auto,Bris de glace,1586000,2023-05-31,2023-05-31,2023,5,Réglé,140,Défaut entretien,Danané,Grave
SI-008957,IARD-082302,Auto,Collision,1014000,2022-01-11,2022-01-14,2022,1,Réglé,224,Conducteur tiers,Issia,Grave
SI-008958,IARD-056335,Habitation,Vandalisme,242000,2024-08-06,2024-08-24,2024,8,Réglé,199,Animal,Man,Moyen
SI-008959,IARD-041316,Habitation,Dégât des eaux,195000,2024-02-14,2024-02-19,2024,2,Sans suite,,Inconnu,Danané,Moyen
SI-008960,IARD-041774,Auto,Vol,429000,2021-11-17,2021-12-02,2021,11,Réglé,98,Défaut entretien,Abengourou,Moyen
SI-008961,IARD-066618,RC,Blessures corporelles,293000,2023-12-04,2024-01-08,2023,12,En cours,,Conducteur tiers,Danané,Moyen
SI-008962,IARD-031691,Auto,Collision,1542000,2021-06-28,2021-07-15,2021,6,En cours,,Inconnu,Séguéla,Grave
SI-008963,IARD-062925,Habitation,Tempête,490000,2022-04-11,2022-04-25,2022,4,Sans suite,,Conducteur tiers,Odienné,Moyen
SI-008964,IARD-088597,Habitation,Vol/Cambriolage,389000,2020-06-03,2020-06-18,2020,6,En cours,,Animal,Bouaké,Moyen
SI-008965,IARD-049195,Habitation,Vol/Cambriolage,255000,2024-06-19,2024-07-14,2024,6,En cours,,Inconnu,Bouaké,Moyen
SI-008966,IARD-002709,RC,Dommage tiers matériel,2313000,2023-11-21,2023-12-27,2023,11,Sans suite,,Conducteur tiers,Danané,Grave
SI-008967,IARD-026964,Auto,Vol,778000,2021-09-05,2021-10-12,2021,9,Réglé,145,Inconnu,Daloa,Grave
SI-008968,IARD-044009,RC,Blessures corporelles,99000,2023-02-09,2023-03-25,2023,2,Réglé,126,Intempéries,Issia,Mineur
SI-008969,IARD-091900,Auto,Bris de glace,625000,2020-04-17,2020-04-29,2020,4,Réglé,147,Conducteur tiers,Séguéla,Grave
SI-008970,IARD-021102,Auto,Catastrophe naturelle,1506000,2022-12-20,2023-01-17,2022,12,En cours,,Défaut entretien,Séguéla,Grave
SI-008971,IARD-029872,Auto,Catastrophe naturelle,1797000,2024-07-12,2024-08-15,2024,7,Réglé,278,Intempéries,Bondoukou,Grave
SI-008972,IARD-079181,Auto,Dommage tiers,631000,2024-12-03,2024-12-14,2024,12,En cours,,Inconnu,Touba,Grave
